"COMPONENT","STATUS","LOGICAL-CLOCK-TIMESTAMP"
"TemperatureSensor","0.0","13"
"Outlet","on","14"
"MotionSensor","motion-detected","17"
"TemperatureSensor","0.0","11"
"Outlet","on","12"
"TemperatureSensor","0.0","19"
"Outlet","on","20"
"MotionSensor","motion-detected","23"
"MotionSensor","motion-detected","26"
"TemperatureSensor","0.0","30"
"Outlet","on","31"
"TemperatureSensor","0.0","38"
"Outlet","on","39"
"TemperatureSensor","0.0","43"
"Outlet","on","44"
"MotionSensor","motion-detected","47"
"DoorSensor","false","50"
"MotionSensor","motion-detected","56"
"DoorSensor","false","59"
"MotionSensor","motion-detected","65"
"DoorSensor","false","68"
"MotionSensor","motion-detected","74"
"DoorSensor","false","77"
"MotionSensor","motion-detected","83"
"DoorSensor","false","86"
"MotionSensor","motion-detected","92"
"DoorSensor","false","95"
"MotionSensor","motion-detected","101"
"DoorSensor","false","104"
"MotionSensor","motion-detected","110"
"DoorSensor","false","113"
"MotionSensor","motion-detected","119"
"DoorSensor","false","122"
"MotionSensor","motion-detected","128"
"DoorSensor","false","131"
"MotionSensor","motion-detected","137"
"DoorSensor","false","140"
"MotionSensor","motion-detected","146"
"DoorSensor","false","149"
"MotionSensor","motion-detected","155"
"DoorSensor","false","158"
"MotionSensor","motion-detected","164"
"DoorSensor","false","167"
"MotionSensor","motion-detected","173"
"DoorSensor","false","176"
"MotionSensor","motion-detected","182"
"DoorSensor","false","185"
"MotionSensor","motion-detected","191"
"DoorSensor","false","194"
"MotionSensor","motion-detected","200"
"DoorSensor","false","203"
"MotionSensor","motion-detected","209"
"DoorSensor","false","212"
"MotionSensor","motion-detected","218"
"DoorSensor","false","221"
"MotionSensor","motion-detected","227"
"DoorSensor","false","230"
"MotionSensor","motion-detected","236"
"DoorSensor","false","239"
"MotionSensor","motion-detected","245"
"DoorSensor","false","248"
"MotionSensor","motion-detected","254"
"DoorSensor","false","257"
"MotionSensor","motion-detected","263"
"DoorSensor","false","266"
"MotionSensor","motion-detected","272"
"DoorSensor","false","275"
"MotionSensor","motion-detected","281"
"DoorSensor","false","284"
"MotionSensor","motion-detected","290"
"DoorSensor","false","293"
"MotionSensor","motion-detected","299"
"DoorSensor","false","302"
"MotionSensor","motion-detected","308"
"DoorSensor","false","311"
"MotionSensor","motion-detected","317"
"DoorSensor","false","320"
"MotionSensor","motion-detected","326"
"DoorSensor","false","329"
"MotionSensor","motion-detected","335"
"DoorSensor","false","338"
"MotionSensor","motion-detected","344"
"DoorSensor","false","347"
"MotionSensor","motion-detected","353"
"DoorSensor","false","356"
"MotionSensor","motion-detected","362"
"DoorSensor","false","365"
"MotionSensor","motion-detected","371"
"DoorSensor","false","374"
"MotionSensor","motion-detected","380"
"DoorSensor","false","383"
"MotionSensor","motion-detected","389"
"DoorSensor","false","392"
"MotionSensor","motion-detected","398"
"DoorSensor","false","401"
"MotionSensor","motion-detected","407"
"DoorSensor","false","410"
"MotionSensor","motion-detected","416"
"DoorSensor","false","419"
"MotionSensor","motion-detected","425"
"DoorSensor","false","428"
"MotionSensor","motion-detected","434"
"DoorSensor","false","437"
"MotionSensor","motion-detected","443"
"DoorSensor","false","446"
"MotionSensor","motion-detected","452"
"DoorSensor","false","455"
"MotionSensor","motion-detected","461"
"DoorSensor","false","464"
"MotionSensor","motion-detected","470"
"DoorSensor","false","473"
"MotionSensor","motion-detected","479"
"DoorSensor","false","482"
"MotionSensor","motion-detected","488"
"DoorSensor","false","491"
"MotionSensor","motion-detected","497"
"DoorSensor","false","500"
"MotionSensor","motion-detected","506"
"DoorSensor","false","509"
"MotionSensor","motion-detected","515"
"DoorSensor","false","518"
"MotionSensor","motion-detected","524"
"DoorSensor","false","527"
"MotionSensor","motion-detected","533"
"DoorSensor","false","536"
"MotionSensor","motion-detected","542"
"DoorSensor","false","545"
"MotionSensor","motion-detected","551"
"DoorSensor","false","554"
"MotionSensor","motion-detected","560"
"DoorSensor","false","563"
"MotionSensor","motion-detected","569"
"DoorSensor","false","572"
"MotionSensor","motion-detected","578"
"DoorSensor","false","581"
"MotionSensor","motion-detected","587"
"DoorSensor","false","590"
"MotionSensor","motion-detected","596"
"DoorSensor","false","599"
"MotionSensor","motion-detected","605"
"DoorSensor","false","608"
"MotionSensor","motion-detected","614"
"DoorSensor","false","617"
"MotionSensor","motion-detected","623"
"DoorSensor","false","626"
"MotionSensor","motion-detected","632"
"DoorSensor","false","635"
"MotionSensor","motion-detected","641"
"DoorSensor","false","644"
"MotionSensor","motion-detected","650"
"DoorSensor","false","653"
"MotionSensor","motion-detected","659"
"DoorSensor","false","662"
"MotionSensor","motion-detected","668"
"DoorSensor","false","671"
"MotionSensor","motion-detected","677"
"DoorSensor","false","680"
"MotionSensor","motion-detected","686"
"DoorSensor","false","689"
"MotionSensor","motion-detected","695"
"DoorSensor","false","698"
"MotionSensor","motion-detected","704"
"DoorSensor","false","707"
"MotionSensor","motion-detected","713"
"DoorSensor","false","716"
"MotionSensor","motion-detected","722"
"DoorSensor","false","725"
"MotionSensor","motion-detected","731"
"DoorSensor","false","734"
"MotionSensor","motion-detected","740"
"DoorSensor","false","743"
"MotionSensor","motion-detected","749"
"DoorSensor","false","752"
"MotionSensor","motion-detected","758"
"DoorSensor","false","761"
"MotionSensor","motion-detected","767"
"DoorSensor","false","770"
"MotionSensor","motion-detected","776"
"DoorSensor","false","779"
"MotionSensor","motion-detected","785"
"DoorSensor","false","788"
"MotionSensor","motion-detected","794"
"DoorSensor","false","797"
"MotionSensor","motion-detected","803"
"DoorSensor","false","806"
"MotionSensor","motion-detected","812"
"DoorSensor","false","815"
"MotionSensor","motion-detected","821"
"DoorSensor","false","824"
"MotionSensor","motion-detected","830"
"DoorSensor","false","833"
"MotionSensor","motion-detected","839"
"DoorSensor","false","842"
"MotionSensor","motion-detected","848"
"DoorSensor","false","851"
"MotionSensor","motion-detected","857"
"DoorSensor","false","860"
"MotionSensor","motion-detected","866"
"DoorSensor","false","869"
"MotionSensor","motion-detected","875"
"DoorSensor","false","878"
"MotionSensor","motion-detected","884"
"DoorSensor","false","887"
"MotionSensor","motion-detected","893"
"DoorSensor","false","896"
"MotionSensor","motion-detected","902"
"DoorSensor","false","905"
"MotionSensor","motion-detected","911"
"DoorSensor","false","914"
"MotionSensor","motion-detected","920"
"DoorSensor","false","923"
"MotionSensor","motion-detected","929"
"DoorSensor","false","932"
"MotionSensor","motion-detected","938"
"DoorSensor","false","941"
"MotionSensor","motion-detected","947"
"DoorSensor","false","950"
"MotionSensor","motion-detected","956"
"DoorSensor","false","959"
"MotionSensor","motion-detected","965"
"DoorSensor","false","968"
"MotionSensor","motion-detected","974"
"DoorSensor","false","977"
"MotionSensor","motion-detected","983"
"DoorSensor","false","986"
"MotionSensor","motion-detected","992"
"DoorSensor","false","995"
"MotionSensor","motion-detected","1001"
"DoorSensor","false","1004"
"MotionSensor","motion-detected","1010"
"DoorSensor","false","1013"
"MotionSensor","motion-detected","1019"
"DoorSensor","false","1022"
"MotionSensor","motion-detected","1028"
"DoorSensor","false","1031"
"MotionSensor","motion-detected","1037"
"DoorSensor","false","1040"
"MotionSensor","motion-detected","1046"
"DoorSensor","false","1049"
"MotionSensor","motion-detected","1055"
"DoorSensor","false","1058"
"MotionSensor","motion-detected","1064"
"DoorSensor","false","1067"
"MotionSensor","motion-detected","1073"
"DoorSensor","false","1076"
"MotionSensor","motion-detected","1082"
"DoorSensor","false","1085"
"MotionSensor","motion-detected","1091"
"DoorSensor","false","1094"
"MotionSensor","motion-detected","1100"
"DoorSensor","false","1103"
"MotionSensor","motion-detected","1109"
"DoorSensor","false","1112"
"MotionSensor","motion-detected","1118"
"DoorSensor","false","1121"
"MotionSensor","motion-detected","1127"
"DoorSensor","false","1130"
"MotionSensor","motion-detected","1136"
"DoorSensor","false","1139"
"MotionSensor","motion-detected","1145"
"DoorSensor","false","1148"
"MotionSensor","motion-detected","1154"
"DoorSensor","false","1157"
"MotionSensor","motion-detected","1163"
"DoorSensor","false","1166"
"MotionSensor","motion-detected","1172"
"DoorSensor","false","1175"
"MotionSensor","motion-detected","1181"
"DoorSensor","false","1184"
"MotionSensor","motion-detected","1190"
"DoorSensor","false","1193"
"MotionSensor","motion-detected","1199"
"DoorSensor","false","1202"
"MotionSensor","motion-detected","1208"
"DoorSensor","false","1211"
"MotionSensor","motion-detected","1217"
"DoorSensor","false","1220"
"MotionSensor","motion-detected","1226"
"DoorSensor","false","1229"
"MotionSensor","motion-detected","1235"
"DoorSensor","false","1238"
"MotionSensor","motion-detected","1244"
"DoorSensor","false","1247"
"MotionSensor","motion-detected","1253"
"DoorSensor","false","1256"
"MotionSensor","motion-detected","1262"
"DoorSensor","false","1265"
"MotionSensor","motion-detected","1271"
"DoorSensor","false","1274"
"MotionSensor","motion-detected","1280"
"DoorSensor","false","1283"
"MotionSensor","motion-detected","1289"
"DoorSensor","false","1292"
"MotionSensor","motion-detected","1298"
"DoorSensor","false","1301"
"MotionSensor","motion-detected","1307"
"DoorSensor","false","1310"
"MotionSensor","motion-detected","1316"
"DoorSensor","false","1319"
"MotionSensor","motion-detected","1325"
"DoorSensor","false","1328"
"MotionSensor","motion-detected","1334"
"DoorSensor","false","1337"
"MotionSensor","motion-detected","1343"
"DoorSensor","false","1346"
"MotionSensor","motion-detected","1352"
"DoorSensor","false","1355"
"MotionSensor","motion-detected","1361"
"DoorSensor","false","1364"
"MotionSensor","motion-detected","1370"
"DoorSensor","false","1373"
"MotionSensor","motion-detected","1379"
"DoorSensor","false","1382"
"MotionSensor","motion-detected","1388"
"DoorSensor","false","1391"
"MotionSensor","motion-detected","1397"
"DoorSensor","false","1400"
"MotionSensor","motion-detected","1406"
"DoorSensor","false","1409"
"MotionSensor","motion-detected","1415"
"DoorSensor","false","1418"
"MotionSensor","motion-detected","1424"
"DoorSensor","false","1427"
"MotionSensor","motion-detected","1433"
"DoorSensor","false","1436"
"MotionSensor","motion-detected","1442"
"DoorSensor","false","1445"
"MotionSensor","motion-detected","1451"
"DoorSensor","false","1454"
"MotionSensor","motion-detected","1460"
"DoorSensor","false","1463"
"MotionSensor","motion-detected","1469"
"DoorSensor","false","1472"
"MotionSensor","motion-detected","1478"
"DoorSensor","false","1481"
"MotionSensor","motion-detected","1487"
"DoorSensor","false","1490"
"MotionSensor","motion-detected","1496"
"DoorSensor","false","1499"
"MotionSensor","motion-detected","1505"
"DoorSensor","false","1508"
"MotionSensor","motion-detected","1514"
"DoorSensor","false","1517"
"MotionSensor","motion-detected","1523"
"DoorSensor","false","1526"
"MotionSensor","motion-detected","1532"
"DoorSensor","false","1535"
"MotionSensor","motion-detected","1541"
"DoorSensor","false","1544"
"MotionSensor","motion-detected","1550"
"DoorSensor","false","1553"
"MotionSensor","motion-detected","1559"
"DoorSensor","false","1562"
"MotionSensor","motion-detected","1568"
"DoorSensor","false","1571"
"MotionSensor","motion-detected","1577"
"DoorSensor","false","1580"
"MotionSensor","motion-detected","1586"
"DoorSensor","false","1589"
"MotionSensor","motion-detected","1595"
"DoorSensor","false","1598"
"MotionSensor","motion-detected","1604"
"DoorSensor","false","1607"
"MotionSensor","motion-detected","1613"
"DoorSensor","false","1616"
"MotionSensor","motion-detected","1622"
"DoorSensor","false","1625"
"MotionSensor","motion-detected","1631"
"DoorSensor","false","1634"
"MotionSensor","motion-detected","1640"
"DoorSensor","false","1643"
"MotionSensor","motion-detected","1649"
"DoorSensor","false","1652"
"MotionSensor","motion-detected","1658"
"DoorSensor","false","1661"
"MotionSensor","motion-detected","1667"
"DoorSensor","false","1670"
"MotionSensor","motion-detected","1676"
"DoorSensor","false","1679"
"MotionSensor","motion-detected","1685"
"DoorSensor","false","1688"
"MotionSensor","motion-detected","1694"
"DoorSensor","false","1697"
"MotionSensor","motion-detected","1703"
"DoorSensor","false","1706"
"MotionSensor","motion-detected","1712"
"DoorSensor","false","1715"
"MotionSensor","motion-detected","1721"
"DoorSensor","false","1724"
"MotionSensor","motion-detected","1730"
"DoorSensor","false","1733"
"MotionSensor","motion-detected","1739"
"DoorSensor","false","1742"
"MotionSensor","motion-detected","1748"
"DoorSensor","false","1751"
"MotionSensor","motion-detected","1757"
"DoorSensor","false","1760"
"MotionSensor","motion-detected","1766"
"DoorSensor","false","1769"
"MotionSensor","motion-detected","1775"
"DoorSensor","false","1778"
"MotionSensor","motion-detected","1784"
"DoorSensor","false","1787"
"MotionSensor","motion-detected","1793"
"DoorSensor","false","1796"
"MotionSensor","motion-detected","1802"
"DoorSensor","false","1805"
"MotionSensor","motion-detected","1811"
"DoorSensor","false","1814"
"MotionSensor","motion-detected","1820"
"DoorSensor","false","1823"
"MotionSensor","motion-detected","1829"
"DoorSensor","false","1832"
"MotionSensor","motion-detected","1838"
"DoorSensor","false","1841"
"MotionSensor","motion-detected","1847"
"DoorSensor","false","1850"
"MotionSensor","motion-detected","1856"
"DoorSensor","false","1859"
"MotionSensor","motion-detected","1865"
"DoorSensor","false","1868"
"MotionSensor","motion-detected","1874"
"DoorSensor","false","1877"
"MotionSensor","motion-detected","1883"
"DoorSensor","false","1886"
"MotionSensor","motion-detected","1892"
"DoorSensor","false","1895"
"MotionSensor","motion-detected","1901"
"DoorSensor","false","1904"
"MotionSensor","motion-detected","1910"
"DoorSensor","false","1913"
"MotionSensor","motion-detected","1919"
"DoorSensor","false","1922"
"MotionSensor","motion-detected","1928"
"DoorSensor","false","1931"
"MotionSensor","motion-detected","1937"
"DoorSensor","false","1940"
"MotionSensor","motion-detected","1946"
"DoorSensor","false","1949"
"MotionSensor","motion-detected","1955"
"DoorSensor","false","1958"
"MotionSensor","motion-detected","1964"
"DoorSensor","false","1967"
"MotionSensor","motion-detected","1973"
"DoorSensor","false","1976"
"MotionSensor","motion-detected","1982"
"DoorSensor","false","1985"
"MotionSensor","motion-detected","1991"
"DoorSensor","false","1994"
"MotionSensor","motion-detected","2000"
"DoorSensor","false","2003"
"MotionSensor","motion-detected","2009"
"DoorSensor","false","2012"
"MotionSensor","motion-detected","2018"
"DoorSensor","false","2021"
"MotionSensor","motion-detected","2027"
"DoorSensor","false","2030"
"MotionSensor","motion-detected","2036"
"DoorSensor","false","2039"
"MotionSensor","motion-detected","2045"
"DoorSensor","false","2048"
"MotionSensor","motion-detected","2054"
"DoorSensor","false","2057"
"MotionSensor","motion-detected","2063"
"DoorSensor","false","2066"
"MotionSensor","motion-detected","2072"
"DoorSensor","false","2075"
"MotionSensor","motion-detected","2081"
"DoorSensor","false","2084"
"MotionSensor","motion-detected","2090"
"DoorSensor","false","2093"
"MotionSensor","motion-detected","2099"
"DoorSensor","false","2102"
"MotionSensor","motion-detected","2108"
"DoorSensor","false","2111"
"MotionSensor","motion-detected","2117"
"DoorSensor","false","2120"
"MotionSensor","motion-detected","2126"
"DoorSensor","false","2129"
"MotionSensor","motion-detected","2135"
"DoorSensor","false","2138"
"MotionSensor","motion-detected","2144"
"DoorSensor","false","2147"
"MotionSensor","motion-detected","2153"
"DoorSensor","false","2156"
"MotionSensor","motion-detected","2162"
"DoorSensor","false","2165"
"MotionSensor","motion-detected","2171"
"DoorSensor","false","2174"
"MotionSensor","motion-detected","2180"
"DoorSensor","false","2183"
"MotionSensor","motion-detected","2189"
"DoorSensor","false","2192"
"MotionSensor","motion-detected","2198"
"DoorSensor","false","2201"
"MotionSensor","motion-detected","2207"
"DoorSensor","false","2210"
"MotionSensor","motion-detected","2216"
"DoorSensor","false","2219"
"MotionSensor","motion-detected","2225"
"DoorSensor","false","2228"
"MotionSensor","motion-detected","2234"
"DoorSensor","false","2237"
"MotionSensor","motion-detected","2243"
"DoorSensor","false","2246"
"MotionSensor","motion-detected","2252"
"DoorSensor","false","2255"
"MotionSensor","motion-detected","2261"
"DoorSensor","false","2264"
"MotionSensor","motion-detected","2270"
"DoorSensor","false","2273"
"MotionSensor","motion-detected","2279"
"DoorSensor","false","2282"
"MotionSensor","motion-detected","2288"
"DoorSensor","false","2291"
"MotionSensor","motion-detected","2297"
"DoorSensor","false","2300"
"MotionSensor","motion-detected","2306"
"DoorSensor","false","2309"
"MotionSensor","motion-detected","2315"
"DoorSensor","false","2318"
"MotionSensor","motion-detected","2324"
"DoorSensor","false","2327"
"MotionSensor","motion-detected","2333"
"DoorSensor","false","2336"
"MotionSensor","motion-detected","2342"
"DoorSensor","false","2345"
"MotionSensor","motion-detected","2351"
"DoorSensor","false","2354"
"MotionSensor","motion-detected","2360"
"DoorSensor","false","2363"
"MotionSensor","motion-detected","2369"
"DoorSensor","false","2372"
"MotionSensor","motion-detected","2378"
"DoorSensor","false","2381"
"MotionSensor","motion-detected","2387"
"DoorSensor","false","2390"
"MotionSensor","motion-detected","2396"
"DoorSensor","false","2399"
"MotionSensor","motion-detected","2405"
"DoorSensor","false","2408"
"MotionSensor","motion-detected","2414"
"DoorSensor","false","2417"
"MotionSensor","motion-detected","2423"
"DoorSensor","false","2426"
"MotionSensor","motion-detected","2432"
"DoorSensor","false","2435"
"MotionSensor","motion-detected","2441"
"DoorSensor","false","2444"
"MotionSensor","motion-detected","2450"
"DoorSensor","false","2453"
"MotionSensor","motion-detected","2459"
"DoorSensor","false","2462"
"MotionSensor","motion-detected","2468"
"DoorSensor","false","2471"
"MotionSensor","motion-detected","2477"
"DoorSensor","false","2480"
"MotionSensor","motion-detected","2486"
"DoorSensor","false","2489"
"MotionSensor","motion-detected","2495"
"DoorSensor","false","2498"
"MotionSensor","motion-detected","2504"
"DoorSensor","false","2507"
"MotionSensor","motion-detected","2513"
"DoorSensor","false","2516"
"MotionSensor","motion-detected","2522"
"DoorSensor","false","2525"
"MotionSensor","motion-detected","2531"
"DoorSensor","false","2534"
"MotionSensor","motion-detected","2540"
"DoorSensor","false","2543"
"MotionSensor","motion-detected","2549"
"DoorSensor","false","2552"
"MotionSensor","motion-detected","2558"
"DoorSensor","false","2561"
"MotionSensor","motion-detected","2567"
"DoorSensor","false","2570"
"MotionSensor","motion-detected","2576"
"DoorSensor","false","2579"
"MotionSensor","motion-detected","2585"
"DoorSensor","false","2588"
"MotionSensor","motion-detected","2594"
"DoorSensor","false","2597"
"MotionSensor","motion-detected","2603"
"DoorSensor","false","2606"
"MotionSensor","motion-detected","2612"
"DoorSensor","false","2615"
"MotionSensor","motion-detected","2621"
"DoorSensor","false","2624"
"MotionSensor","motion-detected","2630"
"DoorSensor","false","2633"
"MotionSensor","motion-detected","2639"
"DoorSensor","false","2642"
"MotionSensor","motion-detected","2648"
"DoorSensor","false","2651"
"MotionSensor","motion-detected","2657"
"DoorSensor","false","2660"
"MotionSensor","motion-detected","2666"
"DoorSensor","false","2669"
"MotionSensor","motion-detected","2675"
"DoorSensor","false","2678"
"MotionSensor","motion-detected","2684"
"DoorSensor","false","2687"
"MotionSensor","motion-detected","2693"
"DoorSensor","false","2696"
"MotionSensor","motion-detected","2702"
"DoorSensor","false","2705"
"MotionSensor","motion-detected","2711"
"DoorSensor","false","2714"
"MotionSensor","motion-detected","2720"
"DoorSensor","false","2723"
"MotionSensor","motion-detected","2729"
"DoorSensor","false","2732"
"MotionSensor","motion-detected","2738"
"DoorSensor","false","2741"
"MotionSensor","motion-detected","2747"
"DoorSensor","false","2750"
"MotionSensor","motion-detected","2756"
"DoorSensor","false","2759"
"MotionSensor","motion-detected","2765"
"DoorSensor","false","2768"
"MotionSensor","motion-detected","2774"
"DoorSensor","false","2777"
"MotionSensor","motion-detected","2783"
"DoorSensor","false","2786"
"MotionSensor","motion-detected","2792"
"DoorSensor","false","2795"
"MotionSensor","motion-detected","2801"
"DoorSensor","false","2804"
"MotionSensor","motion-detected","2810"
"DoorSensor","false","2813"
"MotionSensor","motion-detected","2819"
"DoorSensor","false","2822"
"MotionSensor","motion-detected","2828"
"DoorSensor","false","2831"
"MotionSensor","motion-detected","2837"
"DoorSensor","false","2840"
"MotionSensor","motion-detected","2846"
"DoorSensor","false","2849"
"MotionSensor","motion-detected","2855"
"DoorSensor","false","2858"
"MotionSensor","motion-detected","2864"
"DoorSensor","false","2867"
"MotionSensor","motion-detected","2873"
"DoorSensor","false","2876"
"MotionSensor","motion-detected","2882"
"DoorSensor","false","2885"
"MotionSensor","motion-detected","2891"
"DoorSensor","false","2894"
"MotionSensor","motion-detected","2900"
"DoorSensor","false","2903"
"MotionSensor","motion-detected","2909"
"DoorSensor","false","2912"
"MotionSensor","motion-detected","2918"
"DoorSensor","false","2921"
"MotionSensor","motion-detected","2927"
"DoorSensor","false","2930"
"MotionSensor","motion-detected","2936"
"DoorSensor","false","2939"
"MotionSensor","motion-detected","2945"
"DoorSensor","false","2948"
"MotionSensor","motion-detected","2954"
"DoorSensor","false","2957"
"MotionSensor","motion-detected","2963"
"DoorSensor","false","2966"
"MotionSensor","motion-detected","2972"
"DoorSensor","false","2975"
"MotionSensor","motion-detected","2981"
"DoorSensor","false","2984"
"MotionSensor","motion-detected","2990"
"DoorSensor","false","2993"
"MotionSensor","motion-detected","2999"
"DoorSensor","false","3002"
"MotionSensor","motion-detected","3008"
"DoorSensor","false","3011"
"MotionSensor","motion-detected","3017"
"DoorSensor","false","3020"
"MotionSensor","motion-detected","3026"
"DoorSensor","false","3029"
"MotionSensor","motion-detected","3035"
"DoorSensor","false","3038"
"MotionSensor","motion-detected","3044"
"DoorSensor","false","3047"
"MotionSensor","motion-detected","3053"
"DoorSensor","false","3056"
"MotionSensor","motion-detected","3062"
"DoorSensor","false","3065"
"MotionSensor","motion-detected","3071"
"DoorSensor","false","3074"
"MotionSensor","motion-detected","3080"
"DoorSensor","false","3083"
"MotionSensor","motion-detected","3089"
"DoorSensor","false","3092"
"MotionSensor","motion-detected","3098"
"DoorSensor","false","3101"
"MotionSensor","motion-detected","3107"
"DoorSensor","false","3110"
"MotionSensor","motion-detected","3116"
"DoorSensor","false","3119"
"MotionSensor","motion-detected","3125"
"DoorSensor","false","3128"
"MotionSensor","motion-detected","3134"
"DoorSensor","false","3137"
"MotionSensor","motion-detected","3143"
"DoorSensor","false","3146"
"MotionSensor","motion-detected","3152"
"DoorSensor","false","3155"
"MotionSensor","motion-detected","3161"
"DoorSensor","false","3164"
"MotionSensor","motion-detected","3170"
"DoorSensor","false","3173"
"MotionSensor","motion-detected","3179"
"DoorSensor","false","3182"
"MotionSensor","motion-detected","3188"
"DoorSensor","false","3191"
"MotionSensor","motion-detected","3197"
"DoorSensor","false","3200"
"MotionSensor","motion-detected","3206"
"DoorSensor","false","3209"
"MotionSensor","motion-detected","3215"
"DoorSensor","false","3218"
"MotionSensor","motion-detected","3224"
"DoorSensor","false","3227"
"MotionSensor","motion-detected","3233"
"DoorSensor","false","3236"
"MotionSensor","motion-detected","3242"
"DoorSensor","false","3245"
"MotionSensor","motion-detected","3251"
"DoorSensor","false","3254"
"MotionSensor","motion-detected","3260"
"DoorSensor","false","3263"
"MotionSensor","motion-detected","3269"
"DoorSensor","false","3272"
"MotionSensor","motion-detected","3278"
"DoorSensor","false","3281"
"MotionSensor","motion-detected","3287"
"DoorSensor","false","3290"
"MotionSensor","motion-detected","3296"
"DoorSensor","false","3299"
"MotionSensor","motion-detected","3305"
"DoorSensor","false","3308"
"MotionSensor","motion-detected","3314"
"DoorSensor","false","3317"
"MotionSensor","motion-detected","3323"
"DoorSensor","false","3326"
"MotionSensor","motion-detected","3332"
"DoorSensor","false","3335"
"MotionSensor","motion-detected","3341"
"DoorSensor","false","3344"
"MotionSensor","motion-detected","3350"
"DoorSensor","false","3353"
"MotionSensor","motion-detected","3359"
"DoorSensor","false","3362"
"MotionSensor","motion-detected","3368"
"DoorSensor","false","3371"
"MotionSensor","motion-detected","3377"
"DoorSensor","false","3380"
"MotionSensor","motion-detected","3386"
"DoorSensor","false","3389"
"MotionSensor","motion-detected","3395"
"DoorSensor","false","3398"
"MotionSensor","motion-detected","3404"
"DoorSensor","false","3407"
"MotionSensor","motion-detected","3413"
"DoorSensor","false","3416"
"MotionSensor","motion-detected","3422"
"DoorSensor","false","3425"
"MotionSensor","motion-detected","3431"
"DoorSensor","false","3434"
"MotionSensor","motion-detected","3440"
"DoorSensor","false","3443"
"MotionSensor","motion-detected","3449"
"DoorSensor","false","3452"
"MotionSensor","motion-detected","3458"
"DoorSensor","false","3461"
"MotionSensor","motion-detected","3467"
"DoorSensor","false","3470"
"MotionSensor","motion-detected","3476"
"DoorSensor","false","3479"
"MotionSensor","motion-detected","3485"
"DoorSensor","false","3488"
"MotionSensor","motion-detected","3494"
"DoorSensor","false","3497"
"MotionSensor","motion-detected","3503"
"DoorSensor","false","3506"
"MotionSensor","motion-detected","3512"
"DoorSensor","false","3515"
"MotionSensor","motion-detected","3521"
"DoorSensor","false","3524"
"MotionSensor","motion-detected","3530"
"DoorSensor","false","3533"
"MotionSensor","motion-detected","3539"
"DoorSensor","false","3542"
"MotionSensor","motion-detected","3548"
"DoorSensor","false","3551"
"MotionSensor","motion-detected","3557"
"DoorSensor","false","3560"
"MotionSensor","motion-detected","3566"
"DoorSensor","false","3569"
"MotionSensor","motion-detected","3575"
"DoorSensor","false","3578"
"MotionSensor","motion-detected","3584"
"DoorSensor","false","3587"
"MotionSensor","motion-detected","3593"
"DoorSensor","false","3596"
"MotionSensor","motion-detected","3602"
"DoorSensor","false","3605"
"MotionSensor","motion-detected","3611"
"DoorSensor","false","3614"
"MotionSensor","motion-detected","3620"
"DoorSensor","false","3623"
"MotionSensor","motion-detected","3629"
"DoorSensor","false","3632"
"MotionSensor","motion-detected","3638"
"DoorSensor","false","3641"
"MotionSensor","motion-detected","3647"
"DoorSensor","false","3650"
"MotionSensor","motion-detected","3656"
"DoorSensor","false","3659"
"MotionSensor","motion-detected","3665"
"DoorSensor","false","3668"
"MotionSensor","motion-detected","3674"
"DoorSensor","false","3677"
"MotionSensor","motion-detected","3683"
"DoorSensor","false","3686"
"MotionSensor","motion-detected","3692"
"DoorSensor","false","3695"
"MotionSensor","motion-detected","3701"
"DoorSensor","false","3704"
"MotionSensor","motion-detected","3710"
"DoorSensor","false","3713"
"MotionSensor","motion-detected","3719"
"DoorSensor","false","3722"
"MotionSensor","motion-detected","3728"
"DoorSensor","false","3731"
"MotionSensor","motion-detected","3737"
"DoorSensor","false","3740"
"MotionSensor","motion-detected","3746"
"DoorSensor","false","3749"
"MotionSensor","motion-detected","3755"
"DoorSensor","false","3758"
"MotionSensor","motion-detected","3764"
"DoorSensor","false","3767"
"MotionSensor","motion-detected","3773"
"DoorSensor","false","3776"
"MotionSensor","motion-detected","3782"
"DoorSensor","false","3785"
"MotionSensor","motion-detected","3791"
"DoorSensor","false","3794"
"MotionSensor","motion-detected","3800"
"DoorSensor","false","3803"
"MotionSensor","motion-detected","3809"
"DoorSensor","false","3812"
"MotionSensor","motion-detected","3818"
"DoorSensor","false","3821"
"MotionSensor","motion-detected","3827"
"DoorSensor","false","3830"
"MotionSensor","motion-detected","3836"
"DoorSensor","false","3839"
"MotionSensor","motion-detected","3845"
"DoorSensor","false","3848"
"MotionSensor","motion-detected","3854"
"DoorSensor","false","3857"
"MotionSensor","motion-detected","3863"
"DoorSensor","false","3866"
"MotionSensor","motion-detected","3872"
"DoorSensor","false","3875"
"MotionSensor","motion-detected","3881"
"DoorSensor","false","3884"
"MotionSensor","motion-detected","3890"
"DoorSensor","false","3893"
"MotionSensor","motion-detected","3899"
"DoorSensor","false","3902"
"MotionSensor","motion-detected","3908"
"DoorSensor","false","3911"
"MotionSensor","motion-detected","3917"
"DoorSensor","false","3920"
"MotionSensor","motion-detected","3926"
"DoorSensor","false","3929"
"MotionSensor","motion-detected","3935"
"DoorSensor","false","3938"
"MotionSensor","motion-detected","3944"
"DoorSensor","false","3947"
"MotionSensor","motion-detected","3953"
"DoorSensor","false","3956"
"MotionSensor","motion-detected","3962"
"DoorSensor","false","3965"
