"COMPONENT","STATUS","LOGICAL-CLOCK-TIMESTAMP"
"DoorSensor","false","79218"
"MotionSensor","motion-detected","79224"
"DoorSensor","false","79227"
"MotionSensor","motion-detected","79233"
"DoorSensor","false","79236"
"MotionSensor","motion-detected","79242"
"DoorSensor","false","79245"
"MotionSensor","motion-detected","79251"
"DoorSensor","false","79254"
"MotionSensor","motion-detected","79260"
"DoorSensor","false","79263"
"MotionSensor","motion-detected","79269"
"DoorSensor","false","79272"
"MotionSensor","motion-detected","79278"
"DoorSensor","false","79281"
"MotionSensor","motion-detected","79287"
"DoorSensor","false","79290"
"MotionSensor","motion-detected","79296"
"DoorSensor","false","79299"
"MotionSensor","motion-detected","79305"
"DoorSensor","false","79308"
"MotionSensor","motion-detected","79314"
"DoorSensor","false","79317"
"MotionSensor","motion-detected","79323"
"DoorSensor","false","79326"
"MotionSensor","motion-detected","79332"
"DoorSensor","false","79335"
"MotionSensor","motion-detected","79341"
"DoorSensor","false","79344"
"MotionSensor","motion-detected","79350"
"DoorSensor","false","79353"
"MotionSensor","motion-detected","79359"
"DoorSensor","false","79362"
"MotionSensor","motion-detected","79368"
"DoorSensor","false","79371"
"MotionSensor","motion-detected","79377"
"DoorSensor","false","79380"
"MotionSensor","motion-detected","79386"
"DoorSensor","false","79389"
"MotionSensor","motion-detected","79395"
"DoorSensor","false","79398"
"MotionSensor","motion-detected","79404"
"DoorSensor","false","79407"
"MotionSensor","motion-detected","79413"
"DoorSensor","false","79416"
"MotionSensor","motion-detected","79422"
"DoorSensor","false","79425"
"MotionSensor","motion-detected","79431"
"DoorSensor","false","79434"
"MotionSensor","motion-detected","79440"
"DoorSensor","false","79443"
"MotionSensor","motion-detected","79449"
"DoorSensor","false","79452"
"MotionSensor","motion-detected","79458"
"DoorSensor","false","79461"
"MotionSensor","motion-detected","79467"
"DoorSensor","false","79470"
"MotionSensor","motion-detected","79476"
"DoorSensor","false","79479"
"MotionSensor","motion-detected","79485"
"DoorSensor","false","79488"
"MotionSensor","motion-detected","79494"
"DoorSensor","false","79497"
"MotionSensor","motion-detected","79503"
"DoorSensor","false","79506"
"MotionSensor","motion-detected","79512"
"DoorSensor","false","79515"
"MotionSensor","motion-detected","79521"
"DoorSensor","false","79524"
"MotionSensor","motion-detected","79530"
"DoorSensor","false","79533"
"MotionSensor","motion-detected","79539"
"DoorSensor","false","79542"
"MotionSensor","motion-detected","79548"
"DoorSensor","false","79551"
"MotionSensor","motion-detected","79557"
"DoorSensor","false","79560"
"MotionSensor","motion-detected","79566"
"DoorSensor","false","79569"
"MotionSensor","motion-detected","79575"
"DoorSensor","false","79578"
"MotionSensor","motion-detected","79584"
"DoorSensor","false","79587"
"MotionSensor","motion-detected","79593"
"DoorSensor","false","79596"
"MotionSensor","motion-detected","79602"
"DoorSensor","false","79605"
"MotionSensor","motion-detected","79611"
"DoorSensor","false","79614"
"MotionSensor","motion-detected","79620"
"DoorSensor","false","79623"
"MotionSensor","motion-detected","79629"
"DoorSensor","false","79632"
"MotionSensor","motion-detected","79638"
"DoorSensor","false","79641"
"MotionSensor","motion-detected","79647"
"DoorSensor","false","79650"
"MotionSensor","motion-detected","79656"
"DoorSensor","false","79659"
"MotionSensor","motion-detected","79665"
"DoorSensor","false","79668"
"MotionSensor","motion-detected","79674"
"DoorSensor","false","79677"
"MotionSensor","motion-detected","79683"
"DoorSensor","false","79686"
"MotionSensor","motion-detected","79692"
"DoorSensor","false","79695"
"MotionSensor","motion-detected","79701"
"DoorSensor","false","79704"
"MotionSensor","motion-detected","79710"
"DoorSensor","false","79713"
"MotionSensor","motion-detected","79719"
"DoorSensor","false","79722"
"MotionSensor","motion-detected","79728"
"DoorSensor","false","79731"
"MotionSensor","motion-detected","79737"
"DoorSensor","false","79740"
"MotionSensor","motion-detected","79746"
"DoorSensor","false","79749"
"MotionSensor","motion-detected","79755"
"DoorSensor","false","79758"
"MotionSensor","motion-detected","79764"
"DoorSensor","false","79767"
"MotionSensor","motion-detected","79773"
"DoorSensor","false","79776"
"MotionSensor","motion-detected","79782"
"DoorSensor","false","79785"
"MotionSensor","motion-detected","79791"
"DoorSensor","false","79794"
"MotionSensor","motion-detected","79800"
"DoorSensor","false","79803"
"MotionSensor","motion-detected","79809"
"DoorSensor","false","79812"
"MotionSensor","motion-detected","79818"
"DoorSensor","false","79821"
"MotionSensor","motion-detected","79827"
"DoorSensor","false","79830"
"MotionSensor","motion-detected","79836"
"DoorSensor","false","79839"
"MotionSensor","motion-detected","79845"
"DoorSensor","false","79848"
"MotionSensor","motion-detected","79854"
"DoorSensor","false","79857"
"MotionSensor","motion-detected","79863"
"DoorSensor","false","79866"
"MotionSensor","motion-detected","79872"
"DoorSensor","false","79875"
"MotionSensor","motion-detected","79881"
"DoorSensor","false","79884"
"MotionSensor","motion-detected","79890"
"DoorSensor","false","79893"
"MotionSensor","motion-detected","79899"
"DoorSensor","false","79902"
"MotionSensor","motion-detected","79908"
"DoorSensor","false","79911"
"MotionSensor","motion-detected","79917"
"DoorSensor","false","79920"
"MotionSensor","motion-detected","79926"
"DoorSensor","false","79929"
"MotionSensor","motion-detected","79935"
"DoorSensor","false","79938"
"MotionSensor","motion-detected","79944"
"DoorSensor","false","79947"
"MotionSensor","motion-detected","79953"
"DoorSensor","false","79956"
"MotionSensor","motion-detected","79962"
"DoorSensor","false","79965"
"MotionSensor","motion-detected","79971"
"DoorSensor","false","79974"
"MotionSensor","motion-detected","79980"
"DoorSensor","false","79983"
"MotionSensor","motion-detected","79989"
"DoorSensor","false","79992"
"MotionSensor","motion-detected","79998"
"DoorSensor","false","80001"
"MotionSensor","motion-detected","80007"
"DoorSensor","false","80010"
"MotionSensor","motion-detected","80016"
"DoorSensor","false","80019"
"MotionSensor","motion-detected","80025"
"DoorSensor","false","80028"
"MotionSensor","motion-detected","80034"
"DoorSensor","false","80037"
"MotionSensor","motion-detected","80043"
"DoorSensor","false","80046"
"MotionSensor","motion-detected","80052"
"DoorSensor","false","80055"
"MotionSensor","motion-detected","80061"
"DoorSensor","false","80064"
"MotionSensor","motion-detected","80070"
"DoorSensor","false","80073"
"MotionSensor","motion-detected","80079"
"DoorSensor","false","80082"
"MotionSensor","motion-detected","80088"
"DoorSensor","false","80091"
"MotionSensor","motion-detected","80097"
"DoorSensor","false","80100"
"MotionSensor","motion-detected","80106"
"DoorSensor","false","80109"
"MotionSensor","motion-detected","80115"
"DoorSensor","false","80118"
"MotionSensor","motion-detected","80124"
"DoorSensor","false","80127"
"MotionSensor","motion-detected","80133"
"DoorSensor","false","80136"
"MotionSensor","motion-detected","80142"
"DoorSensor","false","80145"
"MotionSensor","motion-detected","80151"
"DoorSensor","false","80154"
"MotionSensor","motion-detected","80160"
"DoorSensor","false","80163"
"MotionSensor","motion-detected","80169"
"DoorSensor","false","80172"
"MotionSensor","motion-detected","80178"
"DoorSensor","false","80181"
"MotionSensor","motion-detected","80187"
"DoorSensor","false","80190"
"MotionSensor","motion-detected","80196"
"DoorSensor","false","80199"
"MotionSensor","motion-detected","80205"
"DoorSensor","false","80208"
"MotionSensor","motion-detected","80214"
"DoorSensor","false","80217"
"MotionSensor","motion-detected","80223"
"DoorSensor","false","80226"
"MotionSensor","motion-detected","80232"
"DoorSensor","false","80235"
"MotionSensor","motion-detected","80241"
"DoorSensor","false","80244"
"MotionSensor","motion-detected","80250"
"DoorSensor","false","80253"
"MotionSensor","motion-detected","80259"
"DoorSensor","false","80262"
"MotionSensor","motion-detected","80268"
"DoorSensor","false","80271"
"MotionSensor","motion-detected","80277"
"DoorSensor","false","80280"
"MotionSensor","motion-detected","80286"
"DoorSensor","false","80289"
"MotionSensor","motion-detected","80295"
"DoorSensor","false","80298"
"MotionSensor","motion-detected","80304"
"DoorSensor","false","80307"
"MotionSensor","motion-detected","80313"
"DoorSensor","false","80316"
"MotionSensor","motion-detected","80322"
"DoorSensor","false","80325"
"MotionSensor","motion-detected","80331"
"DoorSensor","false","80334"
"MotionSensor","motion-detected","80340"
"DoorSensor","false","80343"
"MotionSensor","motion-detected","80349"
"DoorSensor","false","80352"
"MotionSensor","motion-detected","80358"
"DoorSensor","false","80361"
"MotionSensor","motion-detected","80367"
"DoorSensor","false","80370"
"MotionSensor","motion-detected","80376"
"DoorSensor","false","80379"
"MotionSensor","motion-detected","80385"
"DoorSensor","false","80388"
"TemperatureSensor","0.0","80392"
"Outlet","on","80393"
"MotionSensor","motion-detected","80396"
"DoorSensor","false","80399"
"MotionSensor","motion-detected","80405"
"DoorSensor","false","80408"
"MotionSensor","motion-detected","80414"
"DoorSensor","false","80417"
"MotionSensor","motion-detected","80423"
"DoorSensor","false","80426"
"MotionSensor","motion-detected","80432"
"DoorSensor","false","80435"
"MotionSensor","motion-detected","80441"
"DoorSensor","false","80444"
"MotionSensor","motion-detected","80450"
"DoorSensor","false","80453"
"MotionSensor","motion-detected","80459"
"DoorSensor","false","80462"
"MotionSensor","motion-detected","80468"
"DoorSensor","false","80471"
"MotionSensor","motion-detected","80477"
"DoorSensor","false","80480"
"MotionSensor","motion-detected","80486"
"DoorSensor","false","80489"
"MotionSensor","motion-detected","80495"
"DoorSensor","false","80498"
"MotionSensor","motion-detected","80504"
"DoorSensor","false","80507"
"MotionSensor","motion-detected","80513"
"DoorSensor","false","80516"
"MotionSensor","motion-detected","80522"
"DoorSensor","false","80525"
"MotionSensor","motion-detected","80531"
"DoorSensor","false","80534"
"MotionSensor","motion-detected","80540"
"DoorSensor","false","80543"
"MotionSensor","motion-detected","80549"
"DoorSensor","false","80552"
"MotionSensor","motion-detected","80558"
"DoorSensor","false","80561"
"MotionSensor","motion-detected","80567"
"DoorSensor","false","80570"
"MotionSensor","motion-detected","80576"
"DoorSensor","false","80579"
"MotionSensor","motion-detected","80585"
"DoorSensor","false","80588"
"MotionSensor","motion-detected","80594"
"DoorSensor","false","80597"
"MotionSensor","motion-detected","80603"
"DoorSensor","false","80606"
"MotionSensor","motion-detected","80612"
"DoorSensor","false","80615"
"MotionSensor","motion-detected","80621"
"DoorSensor","false","80624"
"MotionSensor","motion-detected","80630"
"DoorSensor","false","80633"
"MotionSensor","motion-detected","80639"
"DoorSensor","false","80642"
"MotionSensor","motion-detected","80648"
"DoorSensor","false","80651"
"MotionSensor","motion-detected","80657"
"DoorSensor","false","80660"
"MotionSensor","motion-detected","80666"
"DoorSensor","false","80669"
"MotionSensor","motion-detected","80675"
"DoorSensor","false","80678"
"MotionSensor","motion-detected","80684"
"DoorSensor","false","80687"
"MotionSensor","motion-detected","80693"
"DoorSensor","false","80696"
"MotionSensor","motion-detected","80702"
"DoorSensor","false","80705"
"MotionSensor","motion-detected","80711"
"DoorSensor","false","80714"
"MotionSensor","motion-detected","80720"
"DoorSensor","false","80723"
"MotionSensor","motion-detected","80729"
"DoorSensor","false","80732"
"MotionSensor","motion-detected","80738"
"DoorSensor","false","80741"
"MotionSensor","motion-detected","80747"
"DoorSensor","false","80750"
"MotionSensor","motion-detected","80756"
"DoorSensor","false","80759"
"MotionSensor","motion-detected","80765"
"DoorSensor","false","80768"
"MotionSensor","motion-detected","80774"
"DoorSensor","false","80777"
"MotionSensor","motion-detected","80783"
"DoorSensor","false","80786"
"MotionSensor","motion-detected","80792"
"DoorSensor","false","80795"
"MotionSensor","motion-detected","80801"
"DoorSensor","false","80804"
"MotionSensor","motion-detected","80810"
"DoorSensor","false","80813"
"MotionSensor","motion-detected","80819"
"DoorSensor","false","80822"
"MotionSensor","motion-detected","80828"
"DoorSensor","false","80831"
"MotionSensor","motion-detected","80837"
"DoorSensor","false","80840"
"MotionSensor","motion-detected","80846"
"DoorSensor","false","80849"
"MotionSensor","motion-detected","80855"
"DoorSensor","false","80858"
"MotionSensor","motion-detected","80864"
"DoorSensor","false","80867"
"MotionSensor","motion-detected","80873"
"DoorSensor","false","80876"
"MotionSensor","motion-detected","80882"
"DoorSensor","false","80885"
"MotionSensor","motion-detected","80891"
"DoorSensor","false","80894"
"MotionSensor","motion-detected","80900"
"DoorSensor","false","80903"
"MotionSensor","motion-detected","80909"
"DoorSensor","false","80912"
"MotionSensor","motion-detected","80918"
"DoorSensor","false","80921"
"MotionSensor","motion-detected","80927"
"DoorSensor","false","80930"
"MotionSensor","motion-detected","80936"
"DoorSensor","false","80939"
"MotionSensor","motion-detected","80945"
"DoorSensor","false","80948"
"MotionSensor","motion-detected","80954"
"DoorSensor","false","80957"
"MotionSensor","motion-detected","80963"
"DoorSensor","false","80966"
"MotionSensor","motion-detected","80972"
"DoorSensor","false","80975"
"MotionSensor","motion-detected","80981"
"DoorSensor","false","80984"
"MotionSensor","motion-detected","80990"
"DoorSensor","false","80993"
"MotionSensor","motion-detected","80999"
"DoorSensor","false","81002"
"MotionSensor","motion-detected","81008"
"DoorSensor","false","81011"
"MotionSensor","motion-detected","81017"
"DoorSensor","false","81020"
"MotionSensor","motion-detected","81026"
"DoorSensor","false","81029"
"MotionSensor","motion-detected","81035"
"DoorSensor","false","81038"
"MotionSensor","motion-detected","81044"
"DoorSensor","false","81047"
"MotionSensor","motion-detected","81053"
"DoorSensor","false","81056"
"MotionSensor","motion-detected","81062"
"DoorSensor","false","81065"
"MotionSensor","motion-detected","81071"
"DoorSensor","false","81074"
"MotionSensor","motion-detected","81080"
"DoorSensor","false","81083"
"MotionSensor","motion-detected","81089"
"DoorSensor","false","81092"
"MotionSensor","motion-detected","81098"
"DoorSensor","false","81101"
"MotionSensor","motion-detected","81107"
"DoorSensor","false","81110"
"MotionSensor","motion-detected","81116"
"DoorSensor","false","81119"
"MotionSensor","motion-detected","81125"
"DoorSensor","false","81128"
"MotionSensor","motion-detected","81134"
"DoorSensor","false","81137"
"MotionSensor","motion-detected","81143"
"DoorSensor","false","81146"
"MotionSensor","motion-detected","81152"
"DoorSensor","false","81155"
"MotionSensor","motion-detected","81161"
"DoorSensor","false","81164"
"MotionSensor","motion-detected","81170"
"DoorSensor","false","81173"
"MotionSensor","motion-detected","81179"
"DoorSensor","false","81182"
"MotionSensor","motion-detected","81188"
"DoorSensor","false","81191"
"MotionSensor","motion-detected","81197"
"DoorSensor","false","81200"
"MotionSensor","motion-detected","81206"
"DoorSensor","false","81209"
"MotionSensor","motion-detected","81215"
"DoorSensor","false","81218"
"MotionSensor","motion-detected","81224"
"DoorSensor","false","81227"
"MotionSensor","motion-detected","81233"
"DoorSensor","false","81236"
"MotionSensor","motion-detected","81242"
"DoorSensor","false","81245"
"MotionSensor","motion-detected","81251"
"DoorSensor","false","81254"
"MotionSensor","motion-detected","81260"
"DoorSensor","false","81263"
"MotionSensor","motion-detected","81269"
"DoorSensor","false","81272"
"MotionSensor","motion-detected","81278"
"DoorSensor","false","81281"
"MotionSensor","motion-detected","81287"
"DoorSensor","false","81290"
"MotionSensor","motion-detected","81296"
"DoorSensor","false","81299"
"MotionSensor","motion-detected","81305"
"DoorSensor","false","81308"
"MotionSensor","motion-detected","81314"
"DoorSensor","false","81317"
"MotionSensor","motion-detected","81323"
"DoorSensor","false","81326"
"MotionSensor","motion-detected","81332"
"DoorSensor","false","81335"
"MotionSensor","motion-detected","81341"
"DoorSensor","false","81344"
"MotionSensor","motion-detected","81350"
"DoorSensor","false","81353"
"MotionSensor","motion-detected","81359"
"DoorSensor","false","81362"
"MotionSensor","motion-detected","81368"
"DoorSensor","false","81371"
"MotionSensor","motion-detected","81377"
"DoorSensor","false","81380"
"MotionSensor","motion-detected","81386"
"DoorSensor","false","81389"
"MotionSensor","motion-detected","81395"
"DoorSensor","false","81398"
"MotionSensor","motion-detected","81404"
"DoorSensor","false","81407"
"MotionSensor","motion-detected","81413"
"DoorSensor","false","81416"
"MotionSensor","motion-detected","81422"
"DoorSensor","false","81425"
"MotionSensor","motion-detected","81431"
"DoorSensor","false","81434"
"MotionSensor","motion-detected","81440"
"DoorSensor","false","81443"
"MotionSensor","motion-detected","81449"
"DoorSensor","false","81452"
"MotionSensor","motion-detected","81458"
"DoorSensor","false","81461"
"MotionSensor","motion-detected","81467"
"DoorSensor","false","81470"
"MotionSensor","motion-detected","81476"
"DoorSensor","false","81479"
"MotionSensor","motion-detected","81485"
"DoorSensor","false","81488"
"MotionSensor","motion-detected","81494"
"DoorSensor","false","81497"
"MotionSensor","motion-detected","81503"
"DoorSensor","false","81506"
"MotionSensor","motion-detected","81512"
"DoorSensor","false","81515"
"MotionSensor","motion-detected","81521"
"DoorSensor","false","81524"
"MotionSensor","motion-detected","81530"
"DoorSensor","false","81533"
"MotionSensor","motion-detected","81539"
"DoorSensor","false","81542"
"MotionSensor","motion-detected","81548"
"DoorSensor","false","81551"
"MotionSensor","motion-detected","81557"
"DoorSensor","false","81560"
"MotionSensor","motion-detected","81566"
"DoorSensor","false","81569"
"MotionSensor","motion-detected","81575"
"DoorSensor","false","81578"
"MotionSensor","motion-detected","81584"
"DoorSensor","false","81587"
"MotionSensor","motion-detected","81593"
"DoorSensor","false","81596"
"MotionSensor","motion-detected","81602"
"DoorSensor","false","81605"
"MotionSensor","motion-detected","81611"
"DoorSensor","false","81614"
"MotionSensor","motion-detected","81620"
"DoorSensor","false","81623"
"MotionSensor","motion-detected","81629"
"DoorSensor","false","81632"
"MotionSensor","motion-detected","81638"
"DoorSensor","false","81641"
"MotionSensor","motion-detected","81647"
"DoorSensor","false","81650"
"MotionSensor","motion-detected","81656"
"DoorSensor","false","81659"
"MotionSensor","motion-detected","81665"
"DoorSensor","false","81668"
"MotionSensor","motion-detected","81674"
"DoorSensor","false","81677"
"MotionSensor","motion-detected","81683"
"DoorSensor","false","81686"
"MotionSensor","motion-detected","81692"
"DoorSensor","false","81695"
"MotionSensor","motion-detected","81701"
"DoorSensor","false","81704"
"MotionSensor","motion-detected","81710"
"DoorSensor","false","81713"
"MotionSensor","motion-detected","81719"
"DoorSensor","false","81722"
"MotionSensor","motion-detected","81728"
"DoorSensor","false","81731"
"MotionSensor","motion-detected","81737"
"DoorSensor","false","81740"
"MotionSensor","motion-detected","81746"
"DoorSensor","false","81749"
"MotionSensor","motion-detected","81755"
"DoorSensor","false","81758"
"MotionSensor","motion-detected","81764"
"DoorSensor","false","81767"
"MotionSensor","motion-detected","81773"
"DoorSensor","false","81776"
"MotionSensor","motion-detected","81782"
"DoorSensor","false","81785"
"MotionSensor","motion-detected","81791"
"DoorSensor","false","81794"
"MotionSensor","motion-detected","81800"
"DoorSensor","false","81803"
"MotionSensor","motion-detected","81809"
"DoorSensor","false","81812"
"MotionSensor","motion-detected","81818"
"DoorSensor","false","81821"
"MotionSensor","motion-detected","81827"
"DoorSensor","false","81830"
"MotionSensor","motion-detected","81836"
"DoorSensor","false","81839"
"MotionSensor","motion-detected","81845"
"DoorSensor","false","81848"
"MotionSensor","motion-detected","81854"
"DoorSensor","false","81857"
"MotionSensor","motion-detected","81863"
"DoorSensor","false","81866"
"MotionSensor","motion-detected","81872"
"DoorSensor","false","81875"
"MotionSensor","motion-detected","81881"
"DoorSensor","false","81884"
"MotionSensor","motion-detected","81890"
"DoorSensor","false","81893"
"MotionSensor","motion-detected","81899"
"DoorSensor","false","81902"
"MotionSensor","motion-detected","81908"
"DoorSensor","false","81911"
"MotionSensor","motion-detected","81917"
"DoorSensor","false","81920"
"MotionSensor","motion-detected","81926"
"DoorSensor","false","81929"
"MotionSensor","motion-detected","81935"
"DoorSensor","false","81938"
"MotionSensor","motion-detected","81944"
"DoorSensor","false","81947"
"MotionSensor","motion-detected","81953"
"DoorSensor","false","81956"
"MotionSensor","motion-detected","81962"
"DoorSensor","false","81965"
"MotionSensor","motion-detected","81971"
"DoorSensor","false","81974"
"MotionSensor","motion-detected","81980"
"DoorSensor","false","81983"
"MotionSensor","motion-detected","81989"
"DoorSensor","false","81992"
"MotionSensor","motion-detected","81998"
"DoorSensor","false","82001"
"MotionSensor","motion-detected","82007"
"DoorSensor","false","82010"
"MotionSensor","motion-detected","82016"
"DoorSensor","false","82019"
"MotionSensor","motion-detected","82025"
"DoorSensor","false","82028"
"MotionSensor","motion-detected","82034"
"DoorSensor","false","82037"
"MotionSensor","motion-detected","82043"
"DoorSensor","false","82046"
"MotionSensor","motion-detected","82052"
"DoorSensor","false","82055"
"MotionSensor","motion-detected","82061"
"DoorSensor","false","82064"
"MotionSensor","motion-detected","82070"
"DoorSensor","false","82073"
"MotionSensor","motion-detected","82079"
"DoorSensor","false","82082"
"MotionSensor","motion-detected","82088"
"DoorSensor","false","82091"
"MotionSensor","motion-detected","82097"
"DoorSensor","false","82100"
"MotionSensor","motion-detected","82106"
"DoorSensor","false","82109"
"MotionSensor","motion-detected","82115"
"DoorSensor","false","82118"
"MotionSensor","motion-detected","82124"
"DoorSensor","false","82127"
"MotionSensor","motion-detected","82133"
"DoorSensor","false","82136"
"MotionSensor","motion-detected","82142"
"DoorSensor","false","82145"
"MotionSensor","motion-detected","82151"
"DoorSensor","false","82154"
"MotionSensor","motion-detected","82160"
"DoorSensor","false","82163"
"MotionSensor","motion-detected","82169"
"DoorSensor","false","82172"
"MotionSensor","motion-detected","82178"
"DoorSensor","false","82181"
"MotionSensor","motion-detected","82187"
"DoorSensor","false","82190"
"MotionSensor","motion-detected","82196"
"DoorSensor","false","82199"
"MotionSensor","motion-detected","82205"
"DoorSensor","false","82208"
"MotionSensor","motion-detected","82214"
"DoorSensor","false","82217"
"MotionSensor","motion-detected","82223"
"DoorSensor","false","82226"
"MotionSensor","motion-detected","82232"
"DoorSensor","false","82235"
"MotionSensor","motion-detected","82241"
"DoorSensor","false","82244"
"MotionSensor","motion-detected","82250"
"DoorSensor","false","82253"
"MotionSensor","motion-detected","82259"
"DoorSensor","false","82262"
"MotionSensor","motion-detected","82268"
"DoorSensor","false","82271"
"MotionSensor","motion-detected","82277"
"DoorSensor","false","82280"
"MotionSensor","motion-detected","82286"
"DoorSensor","false","82289"
"MotionSensor","motion-detected","82295"
"DoorSensor","false","82298"
"MotionSensor","motion-detected","82304"
"DoorSensor","false","82307"
"MotionSensor","motion-detected","82313"
"DoorSensor","false","82316"
"MotionSensor","motion-detected","82322"
"DoorSensor","false","82325"
"MotionSensor","motion-detected","82331"
"DoorSensor","false","82334"
"MotionSensor","motion-detected","82340"
"DoorSensor","false","82343"
"MotionSensor","motion-detected","82349"
"DoorSensor","false","82352"
"MotionSensor","motion-detected","82358"
"DoorSensor","false","82361"
"MotionSensor","motion-detected","82367"
"DoorSensor","false","82370"
"MotionSensor","motion-detected","82376"
"DoorSensor","false","82379"
"MotionSensor","motion-detected","82385"
"DoorSensor","false","82388"
"MotionSensor","motion-detected","82394"
"DoorSensor","false","82397"
"MotionSensor","motion-detected","82403"
"DoorSensor","false","82406"
"MotionSensor","motion-detected","82412"
"DoorSensor","false","82415"
"MotionSensor","motion-detected","82421"
"DoorSensor","false","82424"
"MotionSensor","motion-detected","82430"
"DoorSensor","false","82433"
"MotionSensor","motion-detected","82439"
"DoorSensor","false","82442"
"MotionSensor","motion-detected","82448"
"DoorSensor","false","82451"
"MotionSensor","motion-detected","82457"
"DoorSensor","false","82460"
"MotionSensor","motion-detected","82466"
"DoorSensor","false","82469"
"MotionSensor","motion-detected","82475"
"DoorSensor","false","82478"
"MotionSensor","motion-detected","82484"
"DoorSensor","false","82487"
"MotionSensor","motion-detected","82493"
"DoorSensor","false","82496"
"MotionSensor","motion-detected","82502"
"DoorSensor","false","82505"
"MotionSensor","motion-detected","82511"
"DoorSensor","false","82514"
"MotionSensor","motion-detected","82520"
"DoorSensor","false","82523"
"MotionSensor","motion-detected","82529"
"DoorSensor","false","82532"
"MotionSensor","motion-detected","82538"
"DoorSensor","false","82541"
"MotionSensor","motion-detected","82547"
"DoorSensor","false","82550"
"MotionSensor","motion-detected","82556"
"DoorSensor","false","82559"
"MotionSensor","motion-detected","82565"
"DoorSensor","false","82568"
"MotionSensor","motion-detected","82574"
"DoorSensor","false","82577"
"MotionSensor","motion-detected","82583"
"DoorSensor","false","82586"
"MotionSensor","motion-detected","82592"
"DoorSensor","false","82595"
"MotionSensor","motion-detected","82601"
"DoorSensor","false","82604"
"MotionSensor","motion-detected","82610"
"DoorSensor","false","82613"
"MotionSensor","motion-detected","82619"
"DoorSensor","false","82622"
"MotionSensor","motion-detected","82628"
"DoorSensor","false","82631"
"MotionSensor","motion-detected","82637"
"DoorSensor","false","82640"
"MotionSensor","motion-detected","82646"
"DoorSensor","false","82649"
"MotionSensor","motion-detected","82655"
"DoorSensor","false","82658"
"MotionSensor","motion-detected","82664"
"DoorSensor","false","82667"
"MotionSensor","motion-detected","82673"
"DoorSensor","false","82676"
"MotionSensor","motion-detected","82682"
"DoorSensor","false","82685"
"MotionSensor","motion-detected","82691"
"DoorSensor","false","82694"
"MotionSensor","motion-detected","82700"
"DoorSensor","false","82703"
"MotionSensor","motion-detected","82709"
"DoorSensor","false","82712"
"MotionSensor","motion-detected","82718"
"DoorSensor","false","82721"
"MotionSensor","motion-detected","82727"
"DoorSensor","false","82730"
"MotionSensor","motion-detected","82736"
"DoorSensor","false","82739"
"MotionSensor","motion-detected","82745"
"DoorSensor","false","82748"
"MotionSensor","motion-detected","82754"
"DoorSensor","false","82757"
"MotionSensor","motion-detected","82763"
"DoorSensor","false","82766"
"MotionSensor","motion-detected","82772"
"DoorSensor","false","82775"
"MotionSensor","motion-detected","82781"
"DoorSensor","false","82784"
"MotionSensor","motion-detected","82790"
"DoorSensor","false","82793"
"MotionSensor","motion-detected","82799"
"DoorSensor","false","82802"
"MotionSensor","motion-detected","82808"
"DoorSensor","false","82811"
"MotionSensor","motion-detected","82817"
"DoorSensor","false","82820"
"MotionSensor","motion-detected","82826"
"DoorSensor","false","82829"
"MotionSensor","motion-detected","82835"
"DoorSensor","false","82838"
"MotionSensor","motion-detected","82844"
"DoorSensor","false","82847"
"MotionSensor","motion-detected","82853"
"DoorSensor","false","82856"
"MotionSensor","motion-detected","82862"
"DoorSensor","false","82865"
"MotionSensor","motion-detected","82871"
"DoorSensor","false","82874"
"MotionSensor","motion-detected","82880"
"DoorSensor","false","82883"
"MotionSensor","motion-detected","82889"
"DoorSensor","false","82892"
"MotionSensor","motion-detected","82898"
"DoorSensor","false","82901"
"MotionSensor","motion-detected","82907"
"DoorSensor","false","82910"
"MotionSensor","motion-detected","82916"
"DoorSensor","false","82919"
"MotionSensor","motion-detected","82925"
"DoorSensor","false","82928"
"MotionSensor","motion-detected","82934"
"DoorSensor","false","82937"
"MotionSensor","motion-detected","82943"
"DoorSensor","false","82946"
"MotionSensor","motion-detected","82952"
"DoorSensor","false","82955"
"MotionSensor","motion-detected","82961"
"DoorSensor","false","82964"
"MotionSensor","motion-detected","82970"
"DoorSensor","false","82973"
"MotionSensor","motion-detected","82979"
"DoorSensor","false","82982"
"MotionSensor","motion-detected","82988"
"DoorSensor","false","82991"
"MotionSensor","motion-detected","82997"
"DoorSensor","false","83000"
"MotionSensor","motion-detected","83006"
"DoorSensor","false","83009"
"MotionSensor","motion-detected","83015"
"DoorSensor","false","83018"
"MotionSensor","motion-detected","83024"
"DoorSensor","false","83027"
"MotionSensor","motion-detected","83033"
"DoorSensor","false","83036"
"MotionSensor","motion-detected","83042"
"DoorSensor","false","83045"
"MotionSensor","motion-detected","83051"
"DoorSensor","false","83054"
"MotionSensor","motion-detected","83060"
"DoorSensor","false","83063"
"MotionSensor","motion-detected","83069"
"DoorSensor","false","83072"
"MotionSensor","motion-detected","83078"
"DoorSensor","false","83081"
"MotionSensor","motion-detected","83087"
"DoorSensor","false","83090"
"MotionSensor","motion-detected","83096"
"DoorSensor","false","83099"
"MotionSensor","motion-detected","83105"
"DoorSensor","false","83108"
"MotionSensor","motion-detected","83114"
"DoorSensor","false","83117"
"MotionSensor","motion-detected","83123"
"DoorSensor","false","83126"
"MotionSensor","motion-detected","83132"
"DoorSensor","false","83135"
